index,search_song_x,search_artist_x,search_term,matched_song,matched_artist,collection,preview_url,apple_release_date,apple_track_time_ms,apple_duration_sec,apple_genre,apple_collection,apple_track_id_x,apple_artist_id,match_score,title_score,artist_score,version_penalty,match_status,failure_reason,artist_overlap,usable_match,usable_match_v2,recovery_reason,search_song_y,search_artist_y,apple_track_id_y,preview_file,download_status
3002,Stolen Dance,Milky Chance,stolen dance milky chance,Stolen Dance (Radio Edit),Milky Chance,Stolen Dance - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/74/c9/3e/74c93ec1-c762-c5a9-e42f-c5ffd7b85aa9/mzaf_3416650612914501414.plus.aac.p.m4a,2013-04-05T12:00:00Z,204373.0,204.373,Pop,Stolen Dance - Single,1850570783.0,611146795.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stolen Dance,Milky Chance,1850570783.0,preview_clips/milky_chance__stolen_dance__1850570783.0.m4a,downloaded
3003,Stop And Stare,OneRepublic,stop and stare onerepublic,Stop and Stare,OneRepublic,Dreaming Out Loud (Expanded Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/df/0b/6b/df0b6bb1-b5a5-c071-4bfe-995e4862d327/mzaf_2065875964758493665.plus.aac.p.m4a,2007-03-29T12:00:00Z,224538.0,224.538,Pop,Dreaming Out Loud (Expanded Edition),1445845401.0,260414340.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stop And Stare,OneRepublic,1445845401.0,preview_clips/onerepublic__stop_and_stare__1445845401.0.m4a,downloaded
3004,Stop Trying To Be God,Travis Scott,stop trying to be god travis scott,STOP TRYING TO BE GOD,Travis Scott,ASTROWORLD,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e4/6d/25/e46d25a0-2e48-f5e2-466f-a353375d98ac/mzaf_15221615867594075295.plus.aac.p.m4a,2018-08-03T07:00:00Z,338438.0,338.438,Hip-Hop/Rap,ASTROWORLD,1421658127.0,549236696.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stop Trying To Be God,Travis Scott,1421658127.0,preview_clips/travis_scott__stop_trying_to_be_god__1421658127.0.m4a,downloaded
3005,Stop! In The Name Of Love / Free Your Mind,Glee Cast,stop in the name of love free your mind glee cast,Stop! In The Name Of Love / Free Your Mind,Glee Cast,"Glee: The Music, The Complete Season Two",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c3/4e/4f/c34e4fa7-7a0a-38f1-5200-ad3dd26c075f/mzaf_3122370458014239769.plus.aac.p.m4a,2010-11-09T08:00:00Z,209787.0,209.787,Pop,"Glee: The Music, The Complete Season Two",555824553.0,315816847.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stop! In The Name Of Love / Free Your Mind,Glee Cast,555824553.0,preview_clips/glee_cast__stop_in_the_name_of_love_free_your_mind__555824553.0.m4a,downloaded
3006,Story Of My Life,One Direction,story of my life one direction,Story Of My Life,One Direction,Midnight Memories,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f5/3b/6a/f53b6ae3-5b87-8fff-d1c3-2c03f10203d6/mzaf_2853177518389348916.plus.aac.p.m4a,2013-10-28T07:00:00Z,245493.0,245.493,Pop,Midnight Memories,695312371.0,396754057.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Story Of My Life,One Direction,695312371.0,preview_clips/one_direction__story_of_my_life__695312371.0.m4a,downloaded
3007,Straight Outta Compton,N.W.A,straight outta compton n w a,Straight Outta Compton,N.W.A,Straight Outta Compton,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/45/c3/6e/45c36e06-c594-1b45-bc4d-4fa94ae6230c/mzaf_9922128183683368203.plus.aac.p.m4a,1988-07-10T12:00:00Z,243333.0,243.333,Hip-Hop/Rap,Straight Outta Compton,1478946359.0,569363.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Straight Outta Compton,N.W.A,1478946359.0,preview_clips/n_w_a__straight_outta_compton__1478946359.0.m4a,downloaded
3008,Straight To The Bank,50 Cent,straight to the bank 50 cent,Straight to the Bank,50 Cent,Best of 50 Cent,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/90/64/81/906481a0-e7d1-4688-6275-9291b0a6da2b/mzaf_12759613737489071535.plus.aac.p.m4a,2007-06-29T12:00:00Z,190640.0,190.64,Hip-Hop/Rap,Best of 50 Cent,1440878128.0,112058.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Straight To The Bank,50 Cent,1440878128.0,preview_clips/50_cent__straight_to_the_bank__1440878128.0.m4a,downloaded
3009,Straightenin,Migos,straightenin migos,Straightenin (Mixed),Migos,"Club Crates, Pt. 2 (DJ Mix)",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/19/5c/53/195c534f-042f-5c8c-3ff3-ee32ee1ef8f9/mzaf_15576322050306153807.plus.aac.p.m4a,2022-04-22T12:00:00Z,194952.0,194.952,Hip-Hop/Rap,"Club Crates, Pt. 2 (DJ Mix)",1618174933.0,569925101.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Straightenin,Migos,1618174933.0,preview_clips/migos__straightenin__1618174933.0.m4a,downloaded
3010,Strange Clouds,B.o.B Featuring Lil Wayne,strange clouds b o b,Strange Clouds (feat. Lil Wayne),B.o.B,Strange Clouds,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d1/27/f9/d127f92d-d94c-9322-3ed0-eb1b073e27b7/mzaf_6909120361896638556.plus.aac.p.m4a,2011-09-27T07:00:00Z,226293.0,226.293,Hip-Hop/Rap,Strange Clouds,519566891.0,259700865.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Strange Clouds,B.o.B Featuring Lil Wayne,519566891.0,preview_clips/b_o_b_featuring_lil_wayne__strange_clouds__519566891.0.m4a,downloaded
3011,Street Runner,Rod Wave,street runner rod wave,Street Runner,Rod Wave,SoulFly,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/3a/84/0f/3a840f71-4fb5-63d3-80bf-93eb984cf040/mzaf_3272379306597275301.plus.aac.p.m4a,2021-03-10T12:00:00Z,252021.0,252.021,Hip-Hop/Rap,SoulFly,1574560392.0,1140623439.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Street Runner,Rod Wave,1574560392.0,preview_clips/rod_wave__street_runner__1574560392.0.m4a,downloaded
3012,Streets,Doja Cat,streets doja cat,Streets,Doja Cat,Hot Pink,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/0a/c0/f4/0ac0f435-3d36-77df-a06b-cbb158d089cc/mzaf_2976256326921958327.plus.aac.p.m4a,2019-11-07T12:00:00Z,226978.0,226.978,R&B/Soul,Hot Pink,1486465107.0,830588310.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Streets,Doja Cat,1486465107.0,preview_clips/doja_cat__streets__1486465107.0.m4a,downloaded
3013,Stressed Out,Twenty One Pilots,stressed out twenty one pilots,Stressed Out,twenty one pilots,Blurryface,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a9/74/e8/a974e8f2-0693-9371-bb6c-87047a486254/mzaf_1898989387861959316.plus.aac.p.m4a,2015-04-28T07:00:00Z,202335.0,202.335,Alternative,Blurryface,974485474.0,349736311.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stressed Out,Twenty One Pilots,974485474.0,preview_clips/twenty_one_pilots__stressed_out__974485474.0.m4a,downloaded
3014,Strip It Down,Luke Bryan,strip it down luke bryan,Strip It Down,Luke Bryan,Kill the Lights (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/74/06/35/74063577-3ba0-2288-24e7-e62380474bea/mzaf_18415233996830338079.plus.aac.p.m4a,2015-07-17T12:00:00Z,241674.0,241.674,Country,Kill the Lights (Deluxe),1440868878.0,20131064.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Strip It Down,Luke Bryan,1440868878.0,preview_clips/luke_bryan__strip_it_down__1440868878.0.m4a,downloaded
3015,Strip That Down,Liam Payne Featuring Quavo,strip that down liam payne,Strip That Down (feat. Quavo),Liam Payne,Strip That Down (feat. Quavo) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/75/95/f7/7595f7c7-07e8-5e1c-6ce6-8c0af5f6d7ba/mzaf_4483906587349398313.plus.aac.p.m4a,2017-05-19T12:00:00Z,204502.0,204.502,Pop,Strip That Down (feat. Quavo) - Single,1445039161.0,366710817.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Strip That Down,Liam Payne Featuring Quavo,1445039161.0,preview_clips/liam_payne_featuring_quavo__strip_that_down__1445039161.0.m4a,downloaded
3016,Stronger,Kanye West,stronger kanye west,Stronger,Kanye West,Graduation,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/96/f2/25/96f225f2-cd07-3639-4133-0910aa9725c0/mzaf_13857358519708863745.plus.aac.p.m4a,2007-07-31T12:00:00Z,312027.0,312.027,Hip-Hop/Rap,Graduation,1442846328.0,2715720.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stronger,Kanye West,1442846328.0,preview_clips/kanye_west__stronger__1442846328.0.m4a,downloaded
3017,Stronger (What Doesn't Kill You),Kelly Clarkson,stronger kelly clarkson,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ac/c0/28/acc02853-e95b-3853-3f8e-3c63fc58bdf4/mzaf_4386954475332417849.plus.aac.p.m4a,2011-10-21T07:00:00Z,221947.0,221.947,Pop,Stronger,464446141.0,316265.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stronger (What Doesn't Kill You),Kelly Clarkson,464446141.0,preview_clips/kelly_clarkson__stronger_what_doesn_t_kill_you__464446141.0.m4a,downloaded
3018,Stuck Like Glue,Sugarland,stuck like glue sugarland,Stuck Like Glue,Sugarland,The Incredible Machine (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c6/47/1b/c6471be6-6c1e-41ee-0585-9454a21fee0f/mzaf_5174118184036613275.plus.aac.p.m4a,2010-07-23T12:00:00Z,247587.0,247.587,Country,The Incredible Machine (Deluxe Edition),1440491169.0,17547055.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stuck Like Glue,Sugarland,1440491169.0,preview_clips/sugarland__stuck_like_glue__1440491169.0.m4a,downloaded
3019,Stuck With U,Ariana Grande & Justin Bieber,stuck with u ariana grande,Stuck with U,Ariana Grande & Justin Bieber,Stuck with U - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/cc/fd/79/ccfd79fc-5a33-094a-4022-7b7a08f97395/mzaf_16948304895316565766.plus.aac.p.m4a,2020-05-08T12:00:00Z,228482.0,228.482,Pop,Stuck with U - Single,1511562950.0,412778295.0,0.895,1.0,0.65,0.0,REVIEW,SUCCESS,1.0,True,True,,Stuck With U,Ariana Grande & Justin Bieber,1511562950.0,preview_clips/ariana_grande_justin_bieber__stuck_with_u__1511562950.0.m4a,downloaded
3020,Studio,ScHoolboy Q Featuring BJ the Chicago Kid,studio schoolboy q,Studio (feat. BJ the Chicago Kid),ScHoolboy Q,Oxymoron,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d3/b2/b6/d3b2b6ec-aef8-a90e-a9e5-720f670a0de0/mzaf_13322165388589324554.plus.aac.p.m4a,2014-02-25T08:00:00Z,278067.0,278.067,Hip-Hop/Rap,Oxymoron,1442250145.0,333097675.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Studio,ScHoolboy Q Featuring BJ the Chicago Kid,1442250145.0,preview_clips/schoolboy_q_featuring_bj_the_chicago_kid__studio__1442250145.0.m4a,downloaded
3021,Stuntin' Like My Daddy,Birdman & Lil Wayne,stuntin like my daddy birdman,Stuntin' Like My Daddy (Radio Edit),Birdman & Lil Wayne,Like Father Like Son,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/cc/91/6c/cc916c86-5678-1953-2ef6-db7fb20bb43d/mzaf_7363925789163173753.plus.aac.p.m4a,2006-07-18T12:00:00Z,267293.0,267.293,Hip-Hop/Rap,Like Father Like Son,1452863875.0,72812522.0,0.8750000000000001,1.0,0.5833333333333334,0.0,REVIEW,SUCCESS,1.0,True,True,,Stuntin' Like My Daddy,Birdman & Lil Wayne,1452863875.0,preview_clips/birdman_lil_wayne__stuntin_like_my_daddy__1452863875.0.m4a,downloaded
3022,Stupid Boy,Cassadee Pope,stupid boy cassadee pope,Stupid Boy (The Voice Performance),Cassadee Pope,Stupid Boy (The Voice Performance) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/5f/6d/8f/5f6d8f17-a1e6-43d4-b7ab-725d0ae2fb78/mzaf_941735466959983813.plus.aac.p.m4a,2012-01-01T12:00:00Z,218147.0,218.147,Pop,Stupid Boy (The Voice Performance) - Single,1445297646.0,292026236.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stupid Boy,Cassadee Pope,1445297646.0,preview_clips/cassadee_pope__stupid_boy__1445297646.0.m4a,downloaded
3023,Stupid Girls,P!nk,stupid girls p nk,Stupid Girls (Noize Trip Remix),P!nk,The Remixes - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/60/1e/a7/601ea77c-6b9d-cf50-2d3b-5ed133c05bd2/mzaf_7099369633744041666.plus.aac.p.m4a,2007-02-20T08:00:00Z,193187.0,193.187,Pop,The Remixes - EP,214979727.0,4488522.0,0.75,1.0,1.0,0.25,LOW_CONFIDENCE,SUCCESS,1.0,False,True,likely_recoverable_manual_rule,Stupid Girls,P!nk,214979727.0,preview_clips/p_nk__stupid_girls__214979727.0.m4a,downloaded
3024,Stupid Love,Lady Gaga,stupid love lady gaga,Stupid Love,Lady Gaga,Stupid Love - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/74/75/07/74750726-2aa3-7b25-7f31-b34e5ff26849/mzaf_16861196912621356.plus.aac.p.m4a,2020-02-28T12:00:00Z,193531.0,193.531,Pop,Stupid Love - Single,1500499216.0,277293880.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Stupid Love,Lady Gaga,1500499216.0,preview_clips/lady_gaga__stupid_love__1500499216.0.m4a,downloaded
3025,Style,Taylor Swift,style taylor swift,Style,Taylor Swift,1989 (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c7/79/81/c7798117-a0f6-0695-275f-95fd3ef4fdf4/mzaf_9965434137419857797.plus.aac.p.m4a,2014-10-27T07:00:00Z,231000.0,231.0,Pop,1989 (Deluxe Edition),1440933520.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Style,Taylor Swift,1440933520.0,preview_clips/taylor_swift__style__1440933520.0.m4a,downloaded
3026,Style (Taylor's Version),Taylor Swift,style taylor swift,Style,Taylor Swift,1989 (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c7/79/81/c7798117-a0f6-0695-275f-95fd3ef4fdf4/mzaf_9965434137419857797.plus.aac.p.m4a,2014-10-27T07:00:00Z,231000.0,231.0,Pop,1989 (Deluxe Edition),1440933520.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Style (Taylor's Version),Taylor Swift,1440933520.0,preview_clips/taylor_swift__style_taylor_s_version__1440933520.0.m4a,downloaded
3027,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,suburban legends taylor swift,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e3/56/89/e356898f-800d-726e-9530-dfc05f036ff8/mzaf_9850715569328051154.plus.aac.p.m4a,2023-10-27T12:00:00Z,171819.0,171.819,Pop,1989 (Taylor's Version),1708309208.0,159260351.0,0.75,1.0,1.0,0.25,LOW_CONFIDENCE,SUCCESS,1.0,False,True,likely_recoverable_manual_rule,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,1708309208.0,preview_clips/taylor_swift__suburban_legends_taylor_s_version_from_the_vault__1708309208.0.m4a,downloaded
3028,Successful,Drake Featuring Trey Songz & Lil Wayne,successful drake,Successful (feat. Trey Songz & Lil Wayne),Drake,So Far Gone,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9c/df/7f/9cdf7f02-a78f-06e5-f0c2-b8cb102b90ae/mzaf_9311888850429938646.plus.aac.p.m4a,2009-02-13T08:00:00Z,375050.0,375.05,Hip-Hop/Rap,So Far Gone,1453336209.0,271256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Successful,Drake Featuring Trey Songz & Lil Wayne,1453336209.0,preview_clips/drake_featuring_trey_songz_lil_wayne__successful__1453336209.0.m4a,downloaded
3029,Sucker,Jonas Brothers,sucker jonas brothers,Sucker,Jonas Brothers,Happiness Begins,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c5/f3/1d/c5f31d6d-124a-039c-1f14-3f4b3a129cfe/mzaf_8671061768074379206.plus.aac.p.m4a,2019-03-01T08:00:00Z,181033.0,181.033,Pop,Happiness Begins,1461478389.0,114342891.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sucker,Jonas Brothers,1461478389.0,preview_clips/jonas_brothers__sucker__1461478389.0.m4a,downloaded
3030,Sucker For Pain,"""Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors""",sucker for pain lil wayne,"Sucker For Pain (with Logic, Ty Dolla $ign & X Ambassadors)","Lil Wayne, Wiz Khalifa & Imagine Dragons",Suicide Squad: The Album,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f7/5b/3b/f75b3b87-dffa-7401-7cf2-7e599d232ae7/mzaf_3446054766661894606.plus.aac.p.m4a,2016-08-05T12:00:00Z,244173.0,244.173,Hip-Hop/Rap,Suicide Squad: The Album,1125270047.0,5869117.0,0.8173913043478261,1.0,0.391304347826087,0.0,LOW_CONFIDENCE,SUCCESS,1.0,True,True,,Sucker For Pain,"""Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors""",1125270047.0,preview_clips/lil_wayne_wiz_khalifa_imagine_dragons_with_logic_ty_dolla_ign_feat_x_ambassadors__sucker_for_pain__1125270047.0.m4a,downloaded
3031,Suddenly I See,KT Tunstall,suddenly i see kt tunstall,Suddenly I See,KT Tunstall,Eye To the Telescope,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/79/14/8b/79148bde-9cc2-f8af-38a7-ecfc03ae8e2c/mzaf_9861477074729670191.plus.aac.p.m4a,2004-12-13T08:00:00Z,201707.0,201.707,Rock,Eye To the Telescope,724693357.0,23556846.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Suddenly I See,KT Tunstall,724693357.0,preview_clips/kt_tunstall__suddenly_i_see__724693357.0.m4a,downloaded
3032,Suffocate,J. Holiday,suffocate j holiday,Suffocate,J. Holiday,Back of My Lac',https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b7/2f/96/b72f967b-1176-55e2-9d2f-ebeebae9a9c4/mzaf_6394512986997176775.plus.aac.p.m4a,2007-10-02T07:00:00Z,220053.0,220.053,R&B/Soul,Back of My Lac',716672608.0,1223881.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Suffocate,J. Holiday,716672608.0,preview_clips/j_holiday__suffocate__716672608.0.m4a,downloaded
3033,Sugar,Flo Rida Featuring Wynter,sugar flo rida,Sugar (feat. Wynter),Flo Rida,Pop Sugar Hot Hits,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ae/47/54/ae4754b2-b823-91ec-9036-5ec3bbc732f7/mzaf_12340207793590621677.plus.aac.p.m4a,2009-03-17T12:00:00Z,252933.0,252.933,Hip-Hop/Rap,Pop Sugar Hot Hits,1761196842.0,255303209.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sugar,Flo Rida Featuring Wynter,1761196842.0,preview_clips/flo_rida_featuring_wynter__sugar__1761196842.0.m4a,downloaded
3034,Sugar,Maroon 5,sugar maroon 5,Sugar,Maroon 5,V (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1b/3f/68/1b3f68e0-3c42-f367-cd0f-e46c746e0668/mzaf_15052021441666328650.plus.aac.p.m4a,2014-08-29T12:00:00Z,235514.0,235.514,Pop,V (Deluxe),1440855562.0,1798556.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sugar,Maroon 5,1440855562.0,preview_clips/maroon_5__sugar__1440855562.0.m4a,downloaded
3035,Sugar (Gimme Some),"""Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo""",sugar trick daddy,Sugar (Gimme Some),Trick Daddy,Class Of 2005,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/b6/c0/e6/b6c0e691-4713-0222-e317-3e0f1af50384/mzaf_15661053474740405282.plus.aac.p.m4a,2020-07-10T12:00:00Z,246293.0,246.293,Hip-Hop/Rap,Class Of 2005,1519790942.0,146722.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sugar (Gimme Some),"""Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo""",1519790942.0,preview_clips/trick_daddy_featuring_ludacris_lil_kim_cee_lo__sugar_gimme_some__1519790942.0.m4a,downloaded
3036,Sugar Talking,Sabrina Carpenter,sugar talking sabrina carpenter,Sugar Talking,Sabrina Carpenter,Man’s Best Friend,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/16/fa/b9/16fab9f1-0f42-080f-5f47-420e4e4206d0/mzaf_9809408011673323010.plus.aac.p.m4a,2025-08-29T12:00:00Z,183771.0,183.771,Pop,Man’s Best Friend,1836002457.0,390647681.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sugar Talking,Sabrina Carpenter,1836002457.0,preview_clips/sabrina_carpenter__sugar_talking__1836002457.0.m4a,downloaded
3037,Suge,DaBaby,suge dababy,Suge,DaBaby,Baby on Baby,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1b/8e/a2/1b8ea217-59a7-97a5-8dd1-5180dcf876c3/mzaf_2887342232151628214.plus.aac.p.m4a,2019-03-01T12:00:00Z,163587.0,163.587,Hip-Hop/Rap,Baby on Baby,1454072821.0,1175595427.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Suge,DaBaby,1454072821.0,preview_clips/dababy__suge__1454072821.0.m4a,downloaded
3038,Suicidal,YNW Melly & Juice WRLD,suicidal ynw melly,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,Suicidal (Remix) [feat. Juice WRLD] - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ed/01/ce/ed01ceb4-1649-6be3-787b-894da7e60b2c/mzaf_5176687540238514020.plus.aac.p.m4a,2020-03-12T12:00:00Z,225857.0,225.857,Hip-Hop/Rap,Suicidal (Remix) [feat. Juice WRLD] - Single,1502448203.0,1294478827.0,0.75,1.0,1.0,0.25,LOW_CONFIDENCE,SUCCESS,1.0,False,True,likely_recoverable_manual_rule,Suicidal,YNW Melly & Juice WRLD,1502448203.0,preview_clips/ynw_melly_juice_wrld__suicidal__1502448203.0.m4a,downloaded
3039,Suicide Doors,Lil Uzi Vert,suicide doors lil uzi vert,Suicide Doors,Lil Uzi Vert,Pink Tape,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/a6/1c/0e/a61c0e4a-29ca-5220-8365-7e1d2aa5dc9a/mzaf_4750535383059680458.plus.aac.p.m4a,2023-06-29T12:00:00Z,259080.0,259.08,Hip-Hop/Rap,Pink Tape,1695226867.0,940710524.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Suicide Doors,Lil Uzi Vert,1695226867.0,preview_clips/lil_uzi_vert__suicide_doors__1695226867.0.m4a,downloaded
3040,Sum 2 Prove,Lil Baby,sum 2 prove lil baby,Sum 2 Prove,Lil Baby,My Turn (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/87/f2/53/87f25377-bb81-bcfa-2d2b-fa3713b3a666/mzaf_12953726527852008086.plus.aac.p.m4a,2020-01-10T08:00:00Z,207519.0,207.519,Hip-Hop/Rap,My Turn (Deluxe),1534811833.0,1276656483.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sum 2 Prove,Lil Baby,1534811833.0,preview_clips/lil_baby__sum_2_prove__1534811833.0.m4a,downloaded
3041,Summer,Calvin Harris,summer calvin harris,Summer,Calvin Harris,Motion,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/dd/84/bb/dd84bb40-8582-1688-99ee-e0e910d07e53/mzaf_13428644382929655820.plus.aac.p.m4a,2014-03-14T07:00:00Z,222533.0,222.533,Dance,Motion,922876189.0,201955086.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summer,Calvin Harris,922876189.0,preview_clips/calvin_harris__summer__922876189.0.m4a,downloaded
3042,Summer Games,Drake,summer games drake,Summer Games,Drake,Scorpion,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a0/c9/02/a0c9027f-2099-7c02-a65b-d9d0bef74810/mzaf_15150236875650374380.plus.aac.p.m4a,2018-06-29T12:00:00Z,247893.0,247.893,Hip-Hop/Rap,Scorpion,1418213381.0,271256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summer Games,Drake,1418213381.0,preview_clips/drake__summer_games__1418213381.0.m4a,downloaded
3043,Summer Love,Justin Timberlake,summer love justin timberlake,Summer Love,Justin Timberlake,FutureSex/LoveSounds,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a4/40/13/a4401346-5bbc-cc8f-04e7-e099a7ed57a7/mzaf_10532290561161905461.plus.aac.p.m4a,2006-09-08T07:00:00Z,252973.0,252.973,Pop,FutureSex/LoveSounds,187666991.0,398128.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summer Love,Justin Timberlake,187666991.0,preview_clips/justin_timberlake__summer_love__187666991.0.m4a,downloaded
