Song,Artist,first_chart_date,last_chart_date,entry_rank,peak_rank,total_weeks,top10_weeks,top40_weeks,avg_rank,peak_date,lifespan_weeks,time_to_peak,entry_year,weeks_since_last_chart,potentially_incomplete,apple_release_date,apple_duration_sec,apple_genre,days_release_to_chart,days_release_to_peak,tempo_bpm,tempo_bpm_raw,tempo_bpm_adjusted,tempo_adjustment_reason,rms_loudness,valence,arousal,spectral_centroid_mean,spectral_rolloff_mean,mode,key_strength,genre_1,genre_1_score,genre_2,genre_2_score,genre_3,genre_3_score,genre_4,genre_4_score,genre_5,genre_5_score,genre_family_blues,genre_family_classical,genre_family_electronic,genre_family_folk_world_and_country,genre_family_funk_soul,genre_family_hip_hop,genre_family_jazz,genre_family_latin,genre_family_pop,genre_family_reggae,genre_family_rock,audio_feature_error
I Was On A Boat That Day,Old Dominion,2021-07-14,2021-11-17,91,37,19,0,1,61.68421052631579,2021-10-20,19,14.0,2021,235.0,False,2021-08-20 12:00:00,178.613,Country,-38.0,60.0,142.09976196289062,142.09976196289062,142.09976196289062,unchanged,0.323415458202362,6.8333048820495605,5.552712440490723,2957.7844574635983,1595.2070206680537,major,0.863129198551178,Rock---Country Rock,0.2704434394836426,Rock---Alternative Rock,0.2302939146757125,Rock---Pop Rock,0.1337209194898605,Rock---Rock & Roll,0.1280516535043716,Rock---Psychobilly,0.0994488075375557,0.0788568066182051,0.0003330697652188,0.06828440131153,0.2105347419054766,0.0382058161492295,0.0039876963554092,0.0393009553308729,0.001632691103401,0.0843742228466908,0.0081883438215299,1.4513804395443517,
I Will Always Love You,Whitney Houston,2012-02-22,2012-03-07,7,7,29,1,2,18.5,2012-02-22,29,0.0,2012,741.0,False,1992-11-03 08:00:00,271.093,Soundtrack,7049.0,7049.0,135.4638214111328,135.4638214111328,135.4638214111328,unchanged,0.0661274865269661,3.815575361251831,3.520905017852783,1864.3154037522827,715.0956759142802,major,0.966421365737915,Pop---Ballad,0.2394022643566131,Pop---Vocal,0.1433169543743133,Pop---City Pop,0.1173717379570007,Funk / Soul---Soul,0.1042040437459945,Rock---Soft Rock,0.0835362896323204,0.0039152203862613,0.0997637186083011,0.2282080540599054,0.1907583199240434,0.4105331249011215,0.0325996185965777,0.0955311057041399,0.0470845946865665,0.6870769021916203,0.0045738542794424,0.3174959294992732,
I Will Not Bow,Breaking Benjamin,2009-09-16,2010-01-27,40,40,20,0,1,74.2,2009-09-16,20,0.0,2009,851.0,False,2009-08-31 12:00:00,216.733,Hard Rock,15.0,15.0,107.90628814697266,107.90628814697266,107.90628814697266,unchanged,0.3007232844829559,5.7215752601623535,5.652812480926514,3305.6742234814074,1680.825081758721,minor,0.798499584197998,Rock---Alternative Rock,0.4125778079032898,Rock---Pop Punk,0.2322194427251815,Rock---Nu Metal,0.2287395894527435,Rock---Hard Rock,0.1477954983711242,Rock---Metalcore,0.1335751116275787,0.0001958410945057,0.0002276847719464,0.0257393746931526,0.0016003731790923,0.0007188686637071,0.0044791386075786,0.0003536505910233,0.0002649108489203,0.0055551085189335,0.0011304976318911,2.0833160082248696,
I Will Wait,Mumford & Sons,2012-08-22,2013-05-15,23,12,39,0,30,36.1025641025641,2013-02-27,39,27.0,2012,679.0,False,2012-08-07 12:00:00,276.72,Alternative,14.0,203.0,132.31216430664062,132.31216430664062,132.31216430664062,unchanged,0.2167465835809707,5.103569507598877,4.912997245788574,2342.5520784124133,1115.459921633127,major,0.8755571246147156,"Folk, World, & Country---Folk",0.1761781126260757,"Folk, World, & Country---Bluegrass",0.1566013246774673,Rock---Alternative Rock,0.0911494791507721,"Folk, World, & Country---Celtic",0.0769457295536995,"Folk, World, & Country---Country",0.0732408612966537,0.0285660067311255,0.0124524824641412,0.0706870758085642,0.6138417985494016,0.0325215117663901,0.0098539715645529,0.0553489088633796,0.0182695911285009,0.1306423014320898,0.0047722701820021,0.7394427682756941,
I Wish I Hated You,Ariana Grande,2024-03-20,2024-03-27,39,39,2,0,1,62.0,2024-03-20,2,0.0,2024,112.0,False,2024-03-08 12:00:00,153.633,Pop,11.0,11.0,131.5384979248047,131.5384979248047,131.5384979248047,unchanged,0.297563761472702,5.267438888549805,5.105778217315674,3244.251669349316,817.0283928744195,major,0.8701399564743042,Pop---K-pop,0.3663322329521179,Pop---Ballad,0.1101485341787338,Electronic---Synth-pop,0.0959407836198806,Electronic---Dance-pop,0.08143100887537,Electronic---Chillwave,0.0634996369481086,0.0029649370551396,0.0009129561767622,0.660332928761818,0.026121936259301,0.1118158834651694,0.1075112931374633,0.0402650505020574,0.0392642262630431,0.6821453135999036,0.0083484738916013,0.0887217933554325,
I Wish You Would (Taylor's Version),Taylor Swift,2023-11-08,2023-11-08,31,31,1,0,1,31.0,2023-11-08,1,0.0,2023,132.0,False,2014-10-27 07:00:00,207.44,Pop,3298.0,3298.0,117.88719940185548,117.88719940185548,117.88719940185548,unchanged,0.2684043943881988,7.0798020362854,6.207511901855469,3231.2737799015576,1360.5751061218073,major,0.9436017274856568,Electronic---Synth-pop,0.2132550179958343,Pop---Ballad,0.1229368299245834,Pop---K-pop,0.1163431107997894,Electronic---Electro,0.1133610755205154,Electronic---House,0.0930504649877548,0.0002209676409279,0.0018763663651952,1.0212492791254135,0.0308798019852361,0.0505794543714728,0.0657881606139199,0.0019305944600773,0.0135580736394445,0.4976030694087967,0.0056299380394193,0.2817119525763587,
I Won't Give Up,Jason Mraz,2012-01-18,2012-11-14,8,8,44,1,27,37.97674418604651,2012-01-18,44,0.0,2012,705.0,False,2012-01-03 08:00:00,240.166,Pop,14.0,14.0,138.8010711669922,138.8010711669922,138.8010711669922,unchanged,0.2433442026376724,4.973149299621582,5.634815216064453,2873.70311082775,1098.8100223127904,major,0.9697508215904236,Pop---Ballad,0.1236254647374153,"Folk, World, & Country---Folk",0.0970143005251884,Rock---Pop Rock,0.0924012959003448,Pop---Vocal,0.0856619179248809,Rock---Alternative Rock,0.0764160826802253,0.0452998936889343,0.0014670820760329,0.0972800521606416,0.2943108743129414,0.1259017631318784,0.0439889686106198,0.0251581784368681,0.061027481317069,0.3289452752651414,0.0364952316449489,0.6830610038857685,
I Won't Let Go,Rascal Flatts,2010-11-10,2011-06-22,72,31,20,0,4,55.3,2011-06-08,20,30.0,2010,778.0,False,2010-11-16 12:00:00,227.76,Country,-7.0,203.0,132.429931640625,132.429931640625,132.429931640625,unchanged,0.1663275510072708,4.356851100921631,4.449771404266357,1817.2335239091524,1008.8272330930728,major,0.922343611717224,Pop---Vocal,0.1508063822984695,Pop---Ballad,0.1420813053846359,"Folk, World, & Country---Folk",0.1305118948221206,Rock---Pop Rock,0.0781211778521537,Pop---Light Music,0.0763365998864173,0.0513664745958521,0.010262230902299,0.1002710006559368,0.4036340506645501,0.079407275570702,0.0136251650351368,0.0269384929888474,0.0446659120389085,0.4611655052867718,0.0092583079313044,0.4070362432474042,
I Won't Tell,Fat Joe Featuring J. Holiday,2008-01-23,2008-05-07,81,37,16,0,2,59.375,2008-03-26,16,9.0,2008,941.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Would Die 4 U,Prince And The Revolution,2016-05-11,2016-05-11,39,39,16,0,1,39.0,2016-05-11,16,0.0,2016,523.0,False,1984-06-25 07:00:00,178.987,R&B/Soul,11642.0,11642.0,135.576416015625,135.576416015625,135.576416015625,unchanged,0.1398300379514694,6.075901985168457,6.581101894378662,3981.638398634022,2861.732695493905,major,0.893968939781189,Electronic---Synth-pop,0.4224053025245666,Electronic---Hi NRG,0.2415654212236404,Electronic---Disco,0.1571501195430755,Electronic---Euro-Disco,0.1212883666157722,Electronic---Italo-Disco,0.1042661443352699,0.0010473580623511,0.0017724272875057,1.5727744112309665,0.0287713445241024,0.0988867318919801,0.0092982629730613,0.0117928348322493,0.0106347587850734,0.1074566349561791,0.0079478467523586,0.3372461624809375,
I Write Sins Not Tragedies,Panic! At The Disco,2006-03-15,2006-11-22,98,7,37,3,25,32.91891891891892,2006-08-23,37,23.0,2006,1017.0,False,2005-09-27 12:00:00,187.613,Rock,168.0,329.0,85.0865249633789,85.0865249633789,85.0865249633789,unchanged,0.2844913601875305,6.407214641571045,6.172473430633545,3373.322267990704,1529.5418105014537,minor,0.879593551158905,Rock---Punk,0.3959545791149139,Rock---Pop Punk,0.2982357144355774,Rock---Melodic Hardcore,0.2427437454462051,Rock---Alternative Rock,0.169146329164505,Rock---Hardcore,0.0862373709678649,0.0062678800168214,0.0006876421148263,0.0355758338592977,0.0514555851805198,0.0115180947359476,0.0512771837275067,0.0080100307386601,0.0264364288541401,0.0351353593050589,0.0523025877191685,1.739890913629324,
I Wrote The Book,Morgan Wallen,2023-02-08,2023-06-21,58,18,19,0,3,62.8421052631579,2023-03-15,19,5.0,2023,152.0,False,2023-02-02 12:00:00,181.767,Country,5.0,40.0,143.8583221435547,143.8583221435547,143.8583221435547,unchanged,0.2090818881988525,4.804405689239502,5.713160991668701,2045.0782523376656,1255.6424073021478,major,0.8982014060020447,Hip Hop---Cloud Rap,0.4916236996650696,Hip Hop---Trap,0.3020771741867065,Hip Hop---Pop Rap,0.0815179422497749,Hip Hop---Thug Rap,0.0457875207066535,Electronic---Chillwave,0.0289465337991714,0.001214698268086,5.145487604352184e-05,0.1797688495729517,0.0023375999543588,0.0368752234935527,1.0817525833017498,0.000732036325644,0.023437605995916,0.0243748036809847,0.0143082409431372,0.0533565412088705,
I'll Never Love Again,Lady Gaga,2018-10-17,2019-03-06,36,36,7,0,1,67.57142857142857,2018-10-17,7,0.0,2018,376.0,False,2018-10-05 12:00:00,328.016,Soundtrack,11.0,11.0,103.64488220214844,103.64488220214844,103.64488220214844,unchanged,0.1502909958362579,4.370428562164307,4.37933874130249,2292.0324239347005,876.9946969330496,major,0.8503466248512268,Pop---Ballad,0.2825770974159241,Children's---Nursery Rhymes,0.1305493116378784,Pop---Vocal,0.0977113097906112,Funk / Soul---Contemporary R&B,0.0943879634141922,Pop---K-pop,0.0867661982774734,0.0197230362828122,0.027099266386358,0.3379229823603964,0.2086224182203295,0.2143985512957442,0.0229206622996116,0.0648057977668941,0.0561189079753603,0.6227181688300334,0.0060499637620523,0.2185133796310765,
I'll Show You,Justin Bieber,2015-11-18,2016-02-03,51,19,12,0,4,49.833333333333336,2015-12-02,12,2.0,2015,537.0,False,2015-11-01 12:00:00,199.952,Pop,16.0,30.0,96.02043151855467,96.02043151855467,96.02043151855467,unchanged,0.3299444615840912,5.316201210021973,4.87173318862915,3706.671391348352,1128.3598436290636,minor,0.7961713075637817,Electronic---Chillwave,0.2032502591609954,Electronic---Tropical House,0.1415314078330993,Pop---K-pop,0.1192455366253852,Hip Hop---Trap,0.1080633327364921,Funk / Soul---Contemporary R&B,0.0994323119521141,0.0010649012954502,3.982828263504601e-05,1.0849322091124094,0.0022879733012426,0.149124751722411,0.3364476130036564,0.0026702653876782,0.0570546491483625,0.2090993555552813,0.0096239783597411,0.0145505385992983,
I'll Stand By You,Carrie Underwood,2007-05-09,2007-06-06,6,6,5,2,4,33.6,2007-05-09,5,0.0,2007,989.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),2007-02-28,2007-07-11,90,12,20,0,14,32.85,2007-04-25,20,8.0,2007,984.0,False,2006-12-19 08:00:00,276.733,Hip-Hop/Rap,70.0,126.0,138.05975341796875,138.05975341796875,138.05975341796875,unchanged,0.3353405594825744,4.290121078491211,5.064690113067627,3096.9709963303203,1513.8008720930231,minor,0.7355825901031494,Hip Hop---Gangsta,0.5548446774482727,Hip Hop---G-Funk,0.2103737145662307,Hip Hop---Screw,0.2001038640737533,Hip Hop---Thug Rap,0.1480666399002075,Hip Hop---Bounce,0.1087749451398849,0.000151948183003,2.4281904856593428e-05,0.1561864219513324,0.0003157475305941,0.0281629983837774,1.511355836140865,0.000792410271714,0.0004141244621536,0.0017963337068067,0.0026232547847939,0.0018019181792077,
I'm A Hustla,Cassidy,2005-03-16,2005-07-20,85,34,19,0,4,61.21052631578947,2005-06-08,19,12.0,2005,1087.0,False,2005-02-04 12:00:00,243.44,Hip-Hop/Rap,39.0,123.0,90.47505950927734,90.47505950927734,90.47505950927734,unchanged,0.2431605011224746,5.109244346618652,5.175039291381836,3516.3112849272497,2089.371706940407,minor,0.8366842865943909,Hip Hop---Conscious,0.2141882479190826,Hip Hop---Pop Rap,0.1488303542137146,Hip Hop---Hardcore Hip-Hop,0.1326609849929809,Hip Hop---Gangsta,0.1239195093512535,Hip Hop---Grime,0.1184200644493103,0.0003836302677768,3.068962431385103e-05,0.1428722924435241,0.006858163405397,0.0618712174255051,1.4856972798734205,0.0009674083052857,0.020226491682342,0.0495651950654973,0.0282993537985021,0.0104064855816865,
I'm A Little Crazy,Morgan Wallen,2025-04-02,2025-09-24,17,17,17,0,5,53.76470588235294,2025-04-02,17,0.0,2025,34.0,False,2025-03-21 07:00:00,199.06,Country,11.0,11.0,150.35496520996094,150.35496520996094,75.17748260498047,halved_145_180_likely_double_time,0.3490705192089081,4.278071403503418,4.826841831207275,2107.8048945801916,648.3460795399575,major,0.9138638377189636,Pop---Ballad,0.0898656770586967,Pop---Vocal,0.0843221694231033,"Folk, World, & Country---Folk",0.0632400959730148,"Folk, World, & Country---Country",0.0602681897580623,Rock---Acoustic,0.0511788837611675,0.0290708357060793,0.0007876796179289,0.096139768404825,0.2452764130648574,0.0345749178052301,0.0201917800377913,0.019378830588721,0.0671022514293326,0.345965422457084,0.0649708892451599,0.3489351631915269,
I'm A Mess,Bebe Rexha,2018-07-25,2018-12-05,92,35,20,0,7,49.15,2018-11-14,20,16.0,2018,389.0,False,2018-06-15 12:00:00,195.519,Pop,39.0,151.0,96.68931579589844,96.68931579589844,96.68931579589844,unchanged,0.3016334772109985,5.951162815093994,5.4885993003845215,3772.7712978209506,1715.856291118421,major,0.8607572913169861,Pop---K-pop,0.3971923887729645,Electronic---Dance-pop,0.1702760607004165,Hip Hop---Pop Rap,0.1033199504017829,Electronic---Tropical House,0.0974427238106727,Electronic---Synth-pop,0.0927634909749031,0.0003750236400605,0.000408391578162,0.8919276557207922,0.0080267270300851,0.0777558646659599,0.2448488797263053,0.0011216857440103,0.0260002846604834,0.6636737678381905,0.0265774640647578,0.0818333622137288,
I'm Alive,Kenny Chesney With Dave Matthews,2009-09-02,2009-12-16,90,32,16,0,2,58.75,2009-11-25,16,12.0,2009,857.0,False,2008-10-14 07:00:00,197.627,Country,322.0,406.0,78.01728057861328,78.01728057861328,78.01728057861328,unchanged,0.1890397816896438,4.347413539886475,4.4115309715271,1943.993277818426,974.1941091815016,major,0.7594510316848755,"Folk, World, & Country---Country",0.1486693024635315,"Folk, World, & Country---Gospel",0.125603586435318,Pop---Vocal,0.1028032526373863,"Folk, World, & Country---Folk",0.0916728749871254,Rock---Acoustic,0.0646184906363487,0.1153594380484719,0.0033985536310865,0.0652369804108161,0.572146477541537,0.0460711099094623,0.0216977607658463,0.028444973158912,0.0812504886225724,0.2163706402643583,0.0296621028683148,0.4108143033922715,
I'm Awesome,Spose,2010-03-31,2010-05-26,54,37,9,0,1,57.55555555555556,2010-04-21,9,3.0,2010,834.0,False,2010-01-01 12:00:00,249.147,Alternative,88.0,109.0,92.3700180053711,92.3700180053711,92.3700180053711,unchanged,0.3079608380794525,3.212613821029663,4.7534565925598145,3070.88039768426,1481.350835755814,minor,0.8358052968978882,Hip Hop---Hardcore Hip-Hop,0.4809333086013794,Hip Hop---Boom Bap,0.4062179028987884,Hip Hop---Conscious,0.2776565551757812,Hip Hop---Horrorcore,0.1867409646511078,Hip Hop---Jazzy Hip-Hop,0.1635560095310211,0.0004789195465079,1.0705324781756786e-05,0.0359411174349482,0.0001516230921281,0.0192973726496745,2.161879909166601,0.0011120075373014,0.0006462179262032,0.0003986782852454,0.0065286483477393,0.0008272635278929,
I'm Comin' Over,Chris Young,2015-05-27,2015-12-16,57,33,23,0,1,67.08695652173913,2015-12-02,23,27.0,2015,544.0,False,2015-05-11 07:00:00,197.576,Country,15.0,204.0,128.07762145996094,128.07762145996094,128.07762145996094,unchanged,0.2823418080806732,5.613430976867676,4.639582633972168,2765.1906768089116,1535.8682321947674,major,0.9257346987724304,Rock---Hard Rock,0.2186223864555359,Rock---AOR,0.1917106509208679,Rock---Heavy Metal,0.1362992823123932,Rock---Arena Rock,0.1116041243076324,Rock---Alternative Rock,0.1041842997074127,0.032608467467071,0.0040458346322793,0.0869824531370682,0.0531592879511322,0.0188902057871018,0.0089742930540523,0.005409227758264,0.0046655635846946,0.1263529645557355,0.0034935091780425,1.6376224276882567,
I'm Dat N***a,Future,2022-05-11,2022-05-18,10,10,2,1,1,44.5,2022-05-11,2,0.0,2022,209.0,False,2022-04-29 07:00:00,271.84,Hip-Hop/Rap,11.0,11.0,143.83685302734375,143.83685302734375,143.83685302734375,unchanged,0.3950723707675934,4.681586265563965,4.7040934562683105,2657.849589940744,961.2989416787792,minor,0.7224563956260681,Hip Hop---Trap,0.692480742931366,Hip Hop---Cloud Rap,0.5540313720703125,Hip Hop---Pop Rap,0.3810466229915619,Hip Hop---Thug Rap,0.1438390761613845,Hip Hop---Gangsta,0.0826574265956878,0.0055722282777423,0.0004715443919849,0.0722793221081019,0.0076150660688654,0.0144086396066995,2.09192023275682,0.002260358933654,0.0114937284163261,0.0243811868763259,0.0148933815362397,0.0307368433038845,
I'm Different,2 Chainz,2012-11-28,2013-04-10,98,27,20,0,9,49.45,2013-01-30,20,9.0,2012,684.0,False,2024-11-08 12:00:00,39.63,Pop,-4364.0,-4301.0,96.94283294677734,96.94283294677734,96.94283294677734,unchanged,0.2563717663288116,5.1438307762146,5.24091100692749,4120.9312656618295,3078.1805604303836,major,0.8207288980484009,Hip Hop---Gangsta,0.2587158977985382,Hip Hop---Trap,0.143174260854721,Hip Hop---Thug Rap,0.1329766809940338,Hip Hop---Bounce,0.1320510953664779,Hip Hop---Crunk,0.0955480858683586,6.076339786886819e-05,1.5745773247033412e-05,0.2499897220016009,0.0011032702618365,0.029625280174514,1.4604845241337898,0.0016086702725033,0.0056767152709511,0.0075138301299375,0.0104561865773575,0.0040081957626512,
I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,2009-09-30,2010-01-20,40,40,17,0,1,75.23529411764706,2009-09-30,17,0.0,2009,852.0,False,2009-09-15 12:00:00,225.253,Hip-Hop/Rap,14.0,14.0,85.00421905517578,85.00421905517578,85.00421905517578,unchanged,0.30261892080307,4.974816799163818,5.147363185882568,2738.778491494822,888.6202080305233,minor,0.7317447066307068,Hip Hop---Hardcore Hip-Hop,0.1536109894514084,Hip Hop---Gangsta,0.1461821794509887,Hip Hop---Conscious,0.0916851535439491,Hip Hop---Pop Rap,0.0894209519028663,Hip Hop---Bounce,0.0827714055776596,0.0006511175423042,6.295016701329814e-05,0.2624381702352139,0.0047894522242302,0.087661412282614,1.25736727353069,0.0026506009235163,0.0135089928032812,0.020770919849383,0.0591970216191839,0.0207278127803647,
I'm Gonna Be,Post Malone,2019-09-18,2019-09-25,33,33,2,0,1,52.0,2019-09-18,2,0.0,2019,347.0,False,2019-09-06 12:00:00,200.68,Hip-Hop/Rap,11.0,11.0,117.85807800292967,117.85807800292967,117.85807800292967,unchanged,0.2968772053718567,5.399616241455078,5.355955600738525,2567.6066089311253,1407.3081568667762,major,0.9770429134368896,Hip Hop---Cloud Rap,0.5052785277366638,Hip Hop---Trap,0.3655006885528564,Electronic---Tropical House,0.1217677071690559,Electronic---Dance-pop,0.0957331135869026,Electronic---House,0.072659820318222,0.0007775942027734,0.0001750570247907,0.5398370191213502,0.0030427886875301,0.0466378945984615,1.013259149820442,0.0004929744981154,0.0282021249892991,0.1029087828450201,0.0233139562842552,0.0577075515061551,
I'm Gonna Love You,Cody Johnson & Carrie Underwood,2024-10-09,2025-04-02,42,37,26,0,3,59.73076923076923,2025-03-19,26,23.0,2024,59.0,False,2024-09-27 07:00:00,188.107,Country,11.0,172.0,133.85450744628906,133.85450744628906,133.85450744628906,unchanged,0.3018962442874908,4.914833068847656,5.286578178405762,2178.1100193885827,1101.3600068933824,major,0.9498185515403748,Pop---Ballad,0.1709753274917602,Pop---K-pop,0.1567234694957733,Pop---Vocal,0.1437807381153106,Rock---Pop Rock,0.0807410851120948,Rock---Alternative Rock,0.0671686083078384,0.0115231710988155,0.0033142290449177,0.1502382540568305,0.1834288460267998,0.1427225673778593,0.0416065542874548,0.0096115301225836,0.0278130719948421,0.5670154181243561,0.0365606841878616,0.4194116075962029,
I'm Good (Blue),David Guetta & Bebe Rexha,2022-09-07,2023-08-02,81,4,48,10,45,21.916666666666668,2023-01-11,48,18.0,2022,146.0,False,2022-08-26 07:00:00,175.238,Dance,11.0,137.0,128.90931701660156,128.90931701660156,128.90931701660156,unchanged,0.2912574112415313,6.07701301574707,5.605820178985596,3433.1579656925733,1958.4548241582816,minor,0.8959313035011292,Electronic---House,0.433805912733078,Electronic---Electro House,0.3808944225311279,Electronic---Tropical House,0.1757785975933075,Electronic---Hands Up,0.1727299392223358,Electronic---Progressive House,0.1489623785018921,3.81972724561308e-05,9.67132096008072e-05,2.1753794469078116,0.0025233587375721,0.0060974753453137,0.0266787591106094,0.0002389069729531,0.0067039870014795,0.0862547654032823,0.004605654784882,0.0433841632808764,
I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,2005-12-28,2006-05-10,87,5,20,9,16,25.75,2006-02-15,20,7.0,2005,1045.0,False,2005-12-06 12:00:00,265.613,Hip-Hop/Rap,21.0,70.0,72.00753021240234,72.00753021240234,72.00753021240234,unchanged,0.2773045003414154,4.52229118347168,5.032156467437744,3373.9569858515597,502.2469629813274,minor,0.8972134590148926,Hip Hop---Crunk,0.6363048553466797,Hip Hop---Gangsta,0.3100911974906921,Hip Hop---Pop Rap,0.2810662090778351,Hip Hop---RnB/Swing,0.1239577680826187,Hip Hop---Thug Rap,0.1086543723940849,0.0056654906571509,0.0001460825883299,0.1055325444024219,0.0042398113238846,0.1126631730585359,1.7683204881486745,0.0007876618763589,0.0164630830927876,0.0336543721818998,0.0072647213310119,0.0074191825139848,
I'm Not The Only One,Sam Smith,2014-06-18,2015-05-27,69,5,37,14,29,24.945945945945947,2014-12-24,37,27.0,2014,573.0,False,2014-05-26 12:00:00,239.307,Pop,22.0,211.0,81.92328643798828,81.92328643798828,81.92328643798828,unchanged,0.2868409156799316,4.711577892303467,5.538721084594727,2068.3134530601856,817.1283922697369,major,0.8869377374649048,Funk / Soul---Soul,0.2305173724889755,Funk / Soul---Neo Soul,0.2253662645816803,Funk / Soul---Contemporary R&B,0.1938994824886322,Pop---K-pop,0.1158005744218826,"Folk, World, & Country---Raï",0.062194351106882,0.0700834117310478,0.0003999441860287,0.1865949357066725,0.0984049798148305,0.7615721573820338,0.1442222766635268,0.0361441749255391,0.0046295031441196,0.2619943772988335,0.0214975305279949,0.0723189421112522,
I'm On One,"""DJ Khaled Featuring Drake, Rick Ross & Lil Wayne""",2011-06-01,2011-11-02,78,10,23,1,20,23.82608695652174,2011-06-08,23,1.0,2011,759.0,False,2011-05-20 12:00:00,296.16,Hip-Hop/Rap,11.0,18.0,75.03235626220703,75.03235626220703,75.03235626220703,unchanged,0.2669650614261627,5.033381462097168,4.9631171226501465,2926.3991125951243,2103.8539449496902,minor,0.7777142524719238,Hip Hop---Cloud Rap,0.3233498334884643,Hip Hop---Trap,0.2543150782585144,Hip Hop---Gangsta,0.2270069420337677,Hip Hop---Horrorcore,0.18112513422966,Hip Hop---Hardcore Hip-Hop,0.1509032249450683,0.0002779961551624,1.9897056780848743e-05,0.0998713693215718,0.0008592546634549,0.0086108659415913,1.6069318781246693,0.0001967205224104,0.0173198492292252,0.0230498531225293,0.0123616149066947,0.0329633515399905,
I'm On One,Future Featuring Drake,2022-05-11,2022-06-08,11,11,5,0,1,66.0,2022-05-11,5,0.0,2022,206.0,False,2022-04-29 07:00:00,236.187,Hip-Hop/Rap,11.0,11.0,152.94398498535156,152.94398498535156,76.47199249267578,halved_145_180_likely_double_time,0.3563649356365204,4.3240203857421875,4.6268510818481445,2178.8004125077596,928.9657521802326,minor,0.7921868562698364,Hip Hop---Cloud Rap,0.7373125553131104,Hip Hop---Trap,0.6993383765220642,Hip Hop---Pop Rap,0.3896030187606811,Hip Hop---Grime,0.0749848559498786,Hip Hop---Gangsta,0.0465326011180877,0.0001306594679792,3.274566080335717e-05,0.1017151185002127,0.0006742946779656,0.0031536244301832,2.24195652434355,0.0002037413395612,0.0008404347592128,0.003592022809471,0.0029378264293882,0.0126966268192063,
I'm Ready,Sam Smith & Demi Lovato,2020-04-29,2020-05-20,36,36,4,0,1,60.5,2020-04-29,4,0.0,2020,313.0,False,2020-04-16 12:00:00,200.838,Pop,12.0,12.0,154.11219787597656,154.11219787597656,77.05609893798828,halved_145_180_likely_double_time,0.2815086543560028,6.082810878753662,5.52725076675415,3143.87260961385,1829.338938237713,minor,0.8389666676521301,Pop---K-pop,0.3597691655158996,Hip Hop---Trap,0.1882815361022949,Hip Hop---Cloud Rap,0.0946094170212745,Electronic---Dance-pop,0.0941394940018653,Electronic---Electro,0.0809789150953292,0.0014363301929734,0.0009392616912009,0.6407459048987221,0.0079982722674003,0.1282754341227701,0.5758907056369935,0.0025047345852726,0.0223870285474276,0.4727954670670442,0.0086529377113038,0.0699637817006078,
I'm So Hood,"""DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies""",2007-09-26,2008-02-06,93,19,20,0,12,41.55,2007-11-14,20,7.0,2007,954.0,False,2007-06-12 12:00:00,255.453,Hip-Hop/Rap,105.0,154.0,131.0977783203125,131.0977783203125,131.0977783203125,unchanged,0.3229303658008575,5.46660041809082,4.523736476898193,4537.435091429717,2267.6299055232557,minor,0.907913625240326,Hip Hop---Crunk,0.2958447933197021,Hip Hop---Gangsta,0.2157052010297775,Hip Hop---Pop Rap,0.1937240958213806,Hip Hop---Thug Rap,0.1544171571731567,Hip Hop---Horrorcore,0.0535879135131835,0.0001251200740099,1.2839413289000843e-05,0.1450926187977756,0.0013311490367371,0.0371001110452198,1.2462422437129137,0.0001411202014196,0.0010149391371392,0.0077011248444023,0.0083195429106126,0.0047212563331484,
I'm So Paid,Akon Featuring Lil Wayne & Young Jeezy,2008-10-22,2009-03-11,40,31,20,0,8,55.15,2008-12-24,20,9.0,2008,897.0,False,2008-10-04 12:00:00,264.667,R&B/Soul,17.0,80.0,91.87767028808594,91.87767028808594,91.87767028808594,unchanged,0.3289285004138946,5.524064540863037,5.276803016662598,3684.952005959148,1906.588471120356,major,0.97359961271286,Hip Hop---Pop Rap,0.1936899870634079,Hip Hop---RnB/Swing,0.1308128237724304,Hip Hop---Cloud Rap,0.1079040393233299,Hip Hop---Trap,0.1017176657915115,Hip Hop---Gangsta,0.0717186480760574,0.001751953984268,2.3640223119514303e-05,0.1469163302200513,0.0037013967353942,0.1528678971371846,0.9909921611915706,0.0014800506143615,0.0215677784906951,0.031995016354358,0.1051363638907787,0.005744298732381,
